Host clust2
From 2020-03-24T00:00:00.000000000 to 2020-07-21T00:00:00.000000000
Iteration 0: Epsilon = inf, ESS = 1000 Acc. rate = 100% Numb. unique particles = 1000
Iteration 737: Espilon = 1123.2451, ESS = 662 Acc. rate = 27.37% Uniqueness rate particules = 98.5% Uniqueness rate components = 80.7% Global parameters uniqueness rate = 97.1%

Sampling 628 zs...
Computing 628 distances...
Kernel ratio: min = -1.38, max = 1.45, mean = 0.0459
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 738: Espilon = 1122.5497, ESS = 628 Acc. rate = 27.63% Uniqueness rate particules = 98.5% Uniqueness rate components = 81.9% Global parameters uniqueness rate = 97.1%

Sampling 596 zs...
Computing 596 distances...
Kernel ratio: min = -1.49, max = 1.53, mean = 0.0184
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 739: Espilon = 1121.5880, ESS = 596 Acc. rate = 28.88% Uniqueness rate particules = 98.5% Uniqueness rate components = 82.9% Global parameters uniqueness rate = 97.1%

Sampling 566 zs...
Computing 566 distances...
Kernel ratio: min = -1.69, max = 1.53, mean = 0.0459
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 740: Espilon = 1120.7317, ESS = 566 Acc. rate = 26.40% Uniqueness rate particules = 98.5% Uniqueness rate components = 83.8% Global parameters uniqueness rate = 97.1%

Sampling 537 zs...
Computing 537 distances...
Kernel ratio: min = -1.32, max = 1.46, mean = 0.00361
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 741: Espilon = 1120.1111, ESS = 537 Acc. rate = 26.87% Uniqueness rate particules = 98.5% Uniqueness rate components = 84.5% Global parameters uniqueness rate = 97.1%

Sampling 510 zs...
Computing 510 distances...
Kernel ratio: min = -1.27, max = 1.34, mean = 0.00652
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 742: Espilon = 1118.7546, ESS = 510 Acc. rate = 28.33% Uniqueness rate particules = 98.5% Uniqueness rate components = 85.1% Global parameters uniqueness rate = 97.1%

Resampling... 484 unique particles left
Sampling 1000 zs...
Computing 1000 distances...
Kernel ratio: min = -1.65, max = 1.94, mean = 0.0415
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 743: Espilon = 1118.0189, ESS = 1000 Acc. rate = 27.43% Uniqueness rate particules = 90.4% Uniqueness rate components = 54.7% Global parameters uniqueness rate = 83.3%

Sampling 950 zs...
Computing 950 distances...
Kernel ratio: min = -1.65, max = 1.71, mean = 0.0367
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 744: Espilon = 1117.0927, ESS = 950 Acc. rate = 27.17% Uniqueness rate particules = 96.4% Uniqueness rate components = 60.8% Global parameters uniqueness rate = 92.1%

Sampling 903 zs...
Computing 903 distances...
Kernel ratio: min = -1.76, max = 1.75, mean = 0.014
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 745: Espilon = 1116.4052, ESS = 903 Acc. rate = 29.73% Uniqueness rate particules = 97.9% Uniqueness rate components = 66.0% Global parameters uniqueness rate = 94.8%

Sampling 857 zs...
Computing 857 distances...
Kernel ratio: min = -1.64, max = 1.99, mean = 0.03
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 746: Espilon = 1115.5798, ESS = 857 Acc. rate = 28.96% Uniqueness rate particules = 98.0% Uniqueness rate components = 70.1% Global parameters uniqueness rate = 95.9%

Sampling 814 zs...
Computing 814 distances...
Kernel ratio: min = -1.58, max = 1.79, mean = 0.0369
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 747: Espilon = 1114.8518, ESS = 814 Acc. rate = 26.80% Uniqueness rate particules = 98.1% Uniqueness rate components = 73.1% Global parameters uniqueness rate = 96.3%

Sampling 773 zs...
Computing 773 distances...
Kernel ratio: min = -1.31, max = 1.58, mean = 0.0642
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 748: Espilon = 1114.1385, ESS = 773 Acc. rate = 26.91% Uniqueness rate particules = 98.1% Uniqueness rate components = 75.8% Global parameters uniqueness rate = 96.6%

Sampling 734 zs...
Computing 734 distances...
Kernel ratio: min = -1.48, max = 1.46, mean = 0.0195
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 749: Espilon = 1113.1773, ESS = 734 Acc. rate = 27.42% Uniqueness rate particules = 98.1% Uniqueness rate components = 77.9% Global parameters uniqueness rate = 96.7%

Sampling 697 zs...
Computing 697 distances...
Kernel ratio: min = -1.28, max = 1.28, mean = 0.00423
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 750: Espilon = 1112.2849, ESS = 697 Acc. rate = 27.58% Uniqueness rate particules = 98.1% Uniqueness rate components = 79.8% Global parameters uniqueness rate = 96.8%

Sampling 662 zs...
Computing 662 distances...
Kernel ratio: min = -1.44, max = 1.45, mean = 0.00463
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 751: Espilon = 1111.3213, ESS = 662 Acc. rate = 27.08% Uniqueness rate particules = 98.1% Uniqueness rate components = 81.2% Global parameters uniqueness rate = 97.3%

Sampling 628 zs...
Computing 628 distances...
Kernel ratio: min = -1.74, max = 1.49, mean = 0.00324
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 752: Espilon = 1110.6823, ESS = 628 Acc. rate = 25.91% Uniqueness rate particules = 98.1% Uniqueness rate components = 82.3% Global parameters uniqueness rate = 97.4%

Sampling 596 zs...
Computing 596 distances...
Kernel ratio: min = -1.67, max = 1.72, mean = 0.0329
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 753: Espilon = 1109.9309, ESS = 596 Acc. rate = 28.01% Uniqueness rate particules = 98.1% Uniqueness rate components = 83.2% Global parameters uniqueness rate = 97.4%

Sampling 566 zs...
Computing 566 distances...
Kernel ratio: min = -1.25, max = 1.34, mean = 0.0216
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 754: Espilon = 1109.1357, ESS = 566 Acc. rate = 25.71% Uniqueness rate particules = 98.1% Uniqueness rate components = 84.0% Global parameters uniqueness rate = 97.4%

Sampling 537 zs...
Computing 537 distances...
Kernel ratio: min = -1.46, max = 1.4, mean = 0.0647
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 755: Espilon = 1108.2806, ESS = 537 Acc. rate = 26.18% Uniqueness rate particules = 98.1% Uniqueness rate components = 84.6% Global parameters uniqueness rate = 97.4%

Sampling 510 zs...
Computing 510 distances...
Kernel ratio: min = -1.37, max = 1.45, mean = 0.03
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 756: Espilon = 1107.5189, ESS = 510 Acc. rate = 24.98% Uniqueness rate particules = 98.1% Uniqueness rate components = 85.2% Global parameters uniqueness rate = 97.4%

Resampling... 484 unique particles left
Sampling 1000 zs...
Computing 1000 distances...
Kernel ratio: min = -1.52, max = 1.8, mean = 0.0157
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 757: Espilon = 1106.8454, ESS = 1000 Acc. rate = 26.00% Uniqueness rate particules = 89.3% Uniqueness rate components = 54.5% Global parameters uniqueness rate = 82.4%

Sampling 950 zs...
Computing 950 distances...
Kernel ratio: min = -1.46, max = 1.59, mean = 0.0167
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 758: Espilon = 1106.0423, ESS = 950 Acc. rate = 26.87% Uniqueness rate particules = 95.5% Uniqueness rate components = 60.7% Global parameters uniqueness rate = 90.4%

Sampling 902 zs...
Computing 902 distances...
Kernel ratio: min = -1.52, max = 1.72, mean = 0.0478
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 759: Espilon = 1105.5323, ESS = 902 Acc. rate = 28.44% Uniqueness rate particules = 96.7% Uniqueness rate components = 65.8% Global parameters uniqueness rate = 93.8%

Sampling 856 zs...
Computing 856 distances...
Kernel ratio: min = -1.52, max = 1.56, mean = 0.0176
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 760: Espilon = 1104.8488, ESS = 856 Acc. rate = 27.41% Uniqueness rate particules = 96.9% Uniqueness rate components = 69.6% Global parameters uniqueness rate = 94.9%

Sampling 813 zs...
Computing 813 distances...
Kernel ratio: min = -1.47, max = 1.6, mean = 0.0469
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 761: Espilon = 1104.0534, ESS = 813 Acc. rate = 26.89% Uniqueness rate particules = 97.1% Uniqueness rate components = 72.5% Global parameters uniqueness rate = 95.7%

Sampling 772 zs...
Computing 772 distances...
Kernel ratio: min = -1.68, max = 1.93, mean = 0.0294
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 762: Espilon = 1103.2942, ESS = 772 Acc. rate = 29.39% Uniqueness rate particules = 97.2% Uniqueness rate components = 75.4% Global parameters uniqueness rate = 96.1%

Sampling 733 zs...
Computing 733 distances...
Kernel ratio: min = -1.46, max = 1.62, mean = 0.0483
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 763: Espilon = 1102.4753, ESS = 733 Acc. rate = 27.66% Uniqueness rate particules = 97.3% Uniqueness rate components = 77.3% Global parameters uniqueness rate = 96.2%

Sampling 696 zs...
Computing 696 distances...
Kernel ratio: min = -1.43, max = 1.82, mean = 0.00518
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 764: Espilon = 1101.8173, ESS = 696 Acc. rate = 26.90% Uniqueness rate particules = 97.3% Uniqueness rate components = 78.8% Global parameters uniqueness rate = 96.3%

Sampling 661 zs...
Computing 661 distances...
Kernel ratio: min = -1.48, max = 1.4, mean = 0.0151
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 765: Espilon = 1101.1665, ESS = 661 Acc. rate = 27.66% Uniqueness rate particules = 97.3% Uniqueness rate components = 80.0% Global parameters uniqueness rate = 96.3%

Sampling 628 zs...
Computing 628 distances...
Kernel ratio: min = -1.97, max = 1.29, mean = 0.0118
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 766: Espilon = 1100.2906, ESS = 628 Acc. rate = 27.15% Uniqueness rate particules = 97.4% Uniqueness rate components = 81.2% Global parameters uniqueness rate = 96.3%

Sampling 596 zs...
Computing 596 distances...
Kernel ratio: min = -1.58, max = 1.73, mean = 0.0443
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 767: Espilon = 1099.6555, ESS = 596 Acc. rate = 24.96% Uniqueness rate particules = 97.4% Uniqueness rate components = 82.2% Global parameters uniqueness rate = 96.3%

Sampling 566 zs...
Computing 566 distances...
Kernel ratio: min = -1.4, max = 1.42, mean = 0.00742
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 768: Espilon = 1098.9054, ESS = 566 Acc. rate = 29.48% Uniqueness rate particules = 97.4% Uniqueness rate components = 83.1% Global parameters uniqueness rate = 96.3%

Sampling 537 zs...
Computing 537 distances...
Kernel ratio: min = -1.36, max = 1.78, mean = 0.0278
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 769: Espilon = 1098.0733, ESS = 537 Acc. rate = 29.28% Uniqueness rate particules = 97.4% Uniqueness rate components = 83.8% Global parameters uniqueness rate = 96.4%

Sampling 510 zs...
Computing 510 distances...
Kernel ratio: min = -1.38, max = 1.63, mean = 0.0203
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 770: Espilon = 1097.2797, ESS = 510 Acc. rate = 26.80% Uniqueness rate particules = 97.4% Uniqueness rate components = 84.3% Global parameters uniqueness rate = 96.5%

Resampling... 484 unique particles left
Sampling 1000 zs...
Computing 1000 distances...
Kernel ratio: min = -1.98, max = 1.75, mean = 0.0257
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 771: Espilon = 1096.3149, ESS = 1000 Acc. rate = 27.25% Uniqueness rate particules = 89.6% Uniqueness rate components = 53.7% Global parameters uniqueness rate = 82.8%

Sampling 951 zs...
Computing 951 distances...
Kernel ratio: min = -1.3, max = 1.81, mean = 0.0106
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 772: Espilon = 1095.6004, ESS = 951 Acc. rate = 28.22% Uniqueness rate particules = 95.8% Uniqueness rate components = 59.9% Global parameters uniqueness rate = 90.8%

Sampling 903 zs...
Computing 903 distances...
Kernel ratio: min = -1.42, max = 1.55, mean = -0.0112
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 773: Espilon = 1094.6681, ESS = 903 Acc. rate = 29.68% Uniqueness rate particules = 97.1% Uniqueness rate components = 64.6% Global parameters uniqueness rate = 94.2%

Sampling 857 zs...
Computing 857 distances...
Kernel ratio: min = -1.59, max = 1.56, mean = 0.0286
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 774: Espilon = 1093.7501, ESS = 857 Acc. rate = 28.49% Uniqueness rate particules = 97.3% Uniqueness rate components = 68.6% Global parameters uniqueness rate = 95.5%

Sampling 814 zs...
Computing 814 distances...
Kernel ratio: min = -1.59, max = 1.51, mean = 0.0415
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 775: Espilon = 1092.8725, ESS = 814 Acc. rate = 27.78% Uniqueness rate particules = 97.4% Uniqueness rate components = 71.7% Global parameters uniqueness rate = 96.0%

Sampling 773 zs...
Computing 773 distances...
Kernel ratio: min = -1.61, max = 1.55, mean = 0.0449
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 776: Espilon = 1092.1204, ESS = 773 Acc. rate = 27.18% Uniqueness rate particules = 97.4% Uniqueness rate components = 74.6% Global parameters uniqueness rate = 96.1%

Sampling 734 zs...
Computing 734 distances...
Kernel ratio: min = -1.46, max = 1.52, mean = 0.031
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 777: Espilon = 1091.3730, ESS = 734 Acc. rate = 29.01% Uniqueness rate particules = 97.4% Uniqueness rate components = 76.7% Global parameters uniqueness rate = 96.2%

Sampling 697 zs...
Computing 697 distances...
Kernel ratio: min = -1.88, max = 1.4, mean = 0.00175
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 778: Espilon = 1090.5837, ESS = 697 Acc. rate = 29.75% Uniqueness rate particules = 97.4% Uniqueness rate components = 78.5% Global parameters uniqueness rate = 96.3%

Sampling 662 zs...
Computing 662 distances...
Kernel ratio: min = -1.44, max = 1.96, mean = 0.0128
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 779: Espilon = 1089.9078, ESS = 662 Acc. rate = 30.50% Uniqueness rate particules = 97.4% Uniqueness rate components = 80.0% Global parameters uniqueness rate = 96.3%

Sampling 628 zs...
Computing 628 distances...
Kernel ratio: min = -1.69, max = 1.35, mean = 0.0161
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 780: Espilon = 1089.2218, ESS = 628 Acc. rate = 28.71% Uniqueness rate particules = 97.4% Uniqueness rate components = 81.3% Global parameters uniqueness rate = 96.4%

Sampling 596 zs...
Computing 596 distances...
Kernel ratio: min = -0.992, max = 1.46, mean = 0.0545
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 781: Espilon = 1088.5107, ESS = 596 Acc. rate = 29.58% Uniqueness rate particules = 97.4% Uniqueness rate components = 82.2% Global parameters uniqueness rate = 96.4%

Sampling 566 zs...
Computing 566 distances...
Kernel ratio: min = -1.26, max = 1.55, mean = 0.0418
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 782: Espilon = 1087.8304, ESS = 566 Acc. rate = 29.37% Uniqueness rate particules = 97.4% Uniqueness rate components = 83.0% Global parameters uniqueness rate = 96.4%

Sampling 537 zs...
Computing 537 distances...
Kernel ratio: min = -1.62, max = 1.52, mean = 0.0369
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 783: Espilon = 1087.1795, ESS = 537 Acc. rate = 29.56% Uniqueness rate particules = 97.4% Uniqueness rate components = 83.7% Global parameters uniqueness rate = 96.4%

Sampling 510 zs...
Computing 510 distances...
Kernel ratio: min = -1.47, max = 2.07, mean = 0.049
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 784: Espilon = 1086.2303, ESS = 510 Acc. rate = 28.31% Uniqueness rate particules = 97.4% Uniqueness rate components = 84.2% Global parameters uniqueness rate = 96.4%

Resampling... 484 unique particles left
Sampling 1000 zs...
Computing 1000 distances...
Kernel ratio: min = -1.65, max = 1.56, mean = 0.00966
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 785: Espilon = 1085.5611, ESS = 1000 Acc. rate = 28.80% Uniqueness rate particules = 90.2% Uniqueness rate components = 54.1% Global parameters uniqueness rate = 84.8%

Sampling 951 zs...
Computing 951 distances...
Kernel ratio: min = -1.28, max = 1.46, mean = 0.0188
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 786: Espilon = 1084.8766, ESS = 951 Acc. rate = 27.68% Uniqueness rate particules = 96.5% Uniqueness rate components = 60.1% Global parameters uniqueness rate = 91.6%

Sampling 903 zs...
Computing 903 distances...
Kernel ratio: min = -1.54, max = 1.56, mean = 0.00996
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 787: Espilon = 1084.1016, ESS = 903 Acc. rate = 27.37% Uniqueness rate particules = 98.2% Uniqueness rate components = 64.6% Global parameters uniqueness rate = 95.9%

Sampling 857 zs...
Computing 857 distances...
Kernel ratio: min = -1.33, max = 1.16, mean = -0.00604
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 788: Espilon = 1083.3282, ESS = 857 Acc. rate = 29.09% Uniqueness rate particules = 98.5% Uniqueness rate components = 68.3% Global parameters uniqueness rate = 97.0%

Sampling 814 zs...
Computing 814 distances...
Kernel ratio: min = -1.55, max = 1.51, mean = 0.0139
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 789: Espilon = 1082.4712, ESS = 814 Acc. rate = 27.91% Uniqueness rate particules = 98.5% Uniqueness rate components = 71.3% Global parameters uniqueness rate = 97.4%

Sampling 773 zs...
Computing 773 distances...
Kernel ratio: min = -1.27, max = 1.9, mean = 0.0228
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 790: Espilon = 1081.6599, ESS = 773 Acc. rate = 27.42% Uniqueness rate particules = 98.5% Uniqueness rate components = 73.7% Global parameters uniqueness rate = 97.5%

Sampling 734 zs...
Computing 734 distances...
Kernel ratio: min = -1.39, max = 1.49, mean = 0.0294
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 791: Espilon = 1080.9874, ESS = 734 Acc. rate = 28.69% Uniqueness rate particules = 98.5% Uniqueness rate components = 75.5% Global parameters uniqueness rate = 97.6%

Sampling 697 zs...
Computing 697 distances...
Kernel ratio: min = -1.52, max = 1.76, mean = 0.0552
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 792: Espilon = 1080.4609, ESS = 697 Acc. rate = 29.11% Uniqueness rate particules = 98.6% Uniqueness rate components = 77.4% Global parameters uniqueness rate = 97.7%

Sampling 662 zs...
Computing 662 distances...
Kernel ratio: min = -1.44, max = 1.42, mean = -0.0012
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 793: Espilon = 1079.5489, ESS = 662 Acc. rate = 29.24% Uniqueness rate particules = 98.6% Uniqueness rate components = 78.8% Global parameters uniqueness rate = 97.9%

Sampling 628 zs...
Computing 628 distances...
Kernel ratio: min = -1.54, max = 1.31, mean = 0.0108
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 794: Espilon = 1078.9290, ESS = 628 Acc. rate = 27.41% Uniqueness rate particules = 98.6% Uniqueness rate components = 79.8% Global parameters uniqueness rate = 97.9%
